geoid,lat1,lon1,time1,speed1,heading1,category1,lat2,lon2,time2,speed2,heading2,category2,lat3,lon3,ang3,TTC
79,29.678868,-98.632075,46450,67.96,224.0,2740235,29.678826,-98.632119,46452,71.42,225.0,16598785,29.67875806237566,-98.63219719570137,1.0000169281502114,0.5381913205096909
80,29.678278,-98.632925,46455,57.59,233.0,2740235,29.678177,-98.633087,46458,52.99,232.0,16598785,29.678034377051468,-98.63329711086656,0.999918435776646,1.750050795516756
81,29.677014,-98.634788,46593,16.12,233.0,2740235,29.677011,-98.634824,46596,16.0,232.2,9286782,29.67628984651648,-98.63589405167752,0.7999754159559734,29.43849315541966
82,29.677014,-98.634788,46593,16.12,233.0,2740235,29.677063,-98.634727,46594,17.27,232.0,4940790,29.676807682109487,-98.63510312719916,1.0000169281502114,8.514178980084552
83,29.676762,-98.635168,46600,32.25,233.0,2740235,29.676828,-98.635127,46603,36.86,231.0,16721338,29.67626409488202,-98.635928487595,2.0000279406765755,9.73054614680243
84,29.676762,-98.635168,46600,32.25,233.0,2740235,29.676801,-98.635118,46600,32.25,232.0,4940790,29.67662451566678,-98.63537799148422,1.0000169281502114,2.835924545522356
85,29.676615,-98.63541,46602,34.55,236.0,2740235,29.676678,-98.635331,46604,41.28,235.2,9286782,29.67611199548248,-98.6362683081749,0.8000574870937734,9.61998531470895
86,29.676453,-98.635688,46605,40.32,237.0,2740235,29.676561,-98.635531,46606,44.8,236.6,9286782,29.67527722355172,-98.6377718140258,0.4000878504121284,20.8462384674596
87,29.676031,-98.636455,46614,25.34,236.0,2740235,29.676032,-98.636473,46617,24.96,235.3,9286782,29.67558585514781,-98.6372145751027,0.699998407572195,12.572517769203683
88,29.675667,-98.636477,46620,39.16,147.0,2740235,29.675649,-98.636462,46623,42.88,149.0,9286782,29.675621329861706,-98.63644286430754,1.999995106134584,0.3008182446071051
89,29.675667,-98.636477,46620,39.16,147.0,2740235,29.675729,-98.636517,46622,38.08,149.2,9286782,29.67562560756452,-98.63644606163255,2.2000244935599893,0.5036969964525175
90,29.674855,-98.635884,46626,73.72,150.0,2740235,29.674934,-98.63596,46629,75.2,148.1,9286782,29.67448112834058,-98.63563556327588,1.899958424266633,2.3398378360412546
91,29.674325,-98.635557,46630,81.79,153.0,2740235,29.674426,-98.635622,46632,83.84,151.8,9286782,29.67423801652964,-98.63550598996076,1.1999547884414987,0.4768019326208413
92,29.673741,-98.63525,46632,85.24,156.0,2740235,29.673855,-98.635305,46635,88.0,156.4,9286782,29.67349901139836,-98.63512599824068,0.4000057891913645,1.2411196578251036
93,29.672528,-98.634654,46639,87.55,153.0,2740235,29.672411,-98.634588,46642,91.52,152.8,9286782,29.671895996155268,-98.63428338053303,0.199961551122428,2.527421504904502
94,29.671927,-98.634301,46642,88.7,153.0,2740235,29.671805,-98.634234,46645,89.6,152.9,9286782,29.670011796086463,-98.63317790971304,0.0998986177686405,8.980741587523923
95,29.671927,-98.634301,46642,88.7,153.0,2740235,29.672656,-98.634353,46639,110.59,160.0,2088531,29.67041449929589,-98.633414053956,7.000028980055364,7.644911618296801
96,29.671927,-98.634301,46642,88.7,153.0,2740235,29.671805,-98.634234,46645,89.6,152.9,9286782,29.670011796086463,-98.63317790971304,0.0998986177686405,8.980741587523923
97,29.671927,-98.634301,46642,88.7,153.0,2740235,29.672656,-98.634353,46639,110.59,160.0,2088531,29.67041449929589,-98.633414053956,7.000028980055364,7.644911618296801
98,29.671327,-98.633955,46644,87.55,153.0,2740235,29.671878,-98.634032,46642,109.44,160.0,2088531,29.67040883770857,-98.63341657976066,7.000038382831139,4.701799702050557
99,29.670716,-98.633618,46647,92.16,155.0,2740235,29.671101,-98.633714,46645,109.44,160.0,2088531,29.670161803221607,-98.63332057889971,5.0000513368870445,2.6501286200966905
100,29.670045,-98.633318,46650,95.61,159.0,2740235,29.670317,-98.633398,46648,109.44,160.0,2088531,29.6685627547132,-98.6326631744489,1.0000497567857611,6.6309367380593605
101,29.669373,-98.633025,46654,94.46,158.0,2740235,29.669552,-98.633091,46651,107.13,160.0,2088531,29.66917818772825,-98.63293441484272,2.0000279406765755,0.8882579619285137
102,29.668702,-98.632733,46656,94.46,160.0,2740235,29.668744,-98.632769,46659,98.88,159.4,9286782,29.667400522617115,-98.63218783785778,0.5999965284248981,5.795861892692884
103,29.668702,-98.632733,46656,94.46,160.0,2740235,29.668978,-98.63287,46658,99.84,158.9,9286782,29.66812929956325,-98.63249310569748,1.099946639810045,2.576193865103936
104,29.66803,-98.632456,46659,93.31,160.0,2740235,29.668514,-98.632669,46660,97.92,159.9,9286782,29.664001781612946,-98.63076872210225,0.0998986177686405,18.3435186075492
105,29.6667,-98.631911,46666,93.31,160.0,2740235,29.666509,-98.632015,46664,38.01,88.0,4444571,29.666514513146726,-98.63183330399453,71.99994785097559,0.8446638648848286
106,29.663898,-98.630741,46678,103.67,156.0,2740235,29.663621,-98.630607,46681,109.44,154.9,9286782,29.66332412526636,-98.6304469603042,1.1000660212330369,1.1964636821633206
107,29.663177,-98.630344,46680,107.13,152.0,2740235,29.663131,-98.630327,46683,109.44,151.8,9286782,29.66097177025515,-98.62899465602564,0.199961551122428,8.943668692591341
108,29.658939,-98.627093,46698,109.44,152.0,2740235,29.659016,-98.627167,46699,112.89,151.0,4940790,29.65798216758072,-98.62650754627776,0.9999512676457598,3.955828142068648
109,29.658939,-98.627093,46698,109.44,152.0,2740235,29.65889,-98.627085,46696,108.28,151.0,2088531,29.658044772154827,-98.62654585153209,1.0000169281502114,3.565752663483152
110,29.65818,-98.626702,46701,110.59,157.0,2740235,29.658149,-98.626705,46699,107.13,156.0,2088531,29.65738934882777,-98.62631579588955,0.9999840984366696,3.100017552982298
111,29.657414,-98.626381,46705,104.83,161.0,2740235,29.657393,-98.626389,46702,107.13,160.0,2088531,29.656670951157352,-98.62608658070076,0.9999840984366696,2.863872708701265
112,29.656708,-98.626134,46707,93.31,163.0,2740235,29.65666,-98.62613,46705,101.37,162.0,2088531,29.65607638271859,-98.6259117879605,0.9999840984366696,2.416845540798542
113,29.654648,-98.62543,46717,95.61,163.0,2740235,29.654589,-98.625419,46714,96.76,162.0,2088531,29.65414714306434,-98.62525379469729,1.0000169281502114,1.916972704108609
114,29.649821,-98.623622,46737,97.91,156.0,2740235,29.649812,-98.623638,46738,101.37,155.0,4940790,29.648962230730604,-98.62318205007205,0.9999840984366696,3.6943296150670335
115,29.649821,-98.623622,46737,97.91,156.0,2740235,29.64951,-98.623471,46735,103.67,155.0,2088531,29.64916669918664,-98.62328679909255,1.0000825843441543,1.4593719008860282
116,29.649151,-98.623256,46741,99.07,153.0,2740235,29.649009,-98.623174,46744,102.72,152.6,9286782,29.648885679733564,-98.623100446491,0.4000057891913645,0.5401950372595371
117,29.649151,-98.623256,46741,99.07,153.0,2740235,29.649262,-98.623267,46744,109.44,154.0,16936697,29.64710545230385,-98.6220567483618,1.0000169281502114,8.757331494446593
118,29.64847,-98.62285,46743,102.52,151.0,2740235,29.648781,-98.623038,46745,103.04,152.2,9286782,29.64844838287443,-98.62283621230492,1.200091579397298,0.0963196763428523
119,29.640997,-98.617748,46776,108.28,149.0,2740235,29.641285,-98.617964,46778,108.16,148.9,9286782,29.635102410424626,-98.61367319409484,0.0998986177686405,25.37735181308069
120,29.636841,-98.614923,46794,112.89,149.0,2740235,29.636851,-98.614941,46795,103.67,148.0,4940790,29.63644961791766,-98.61465243950238,0.9999840984366696,1.6161835533886058
121,29.636073,-98.614418,46797,119.8,151.0,2740235,29.636158,-98.614479,46798,107.13,150.0,4940790,29.63590176138004,-98.614308795326,0.9999840984366696,0.6529347448972356
122,29.482794,-98.600707,46724,51.83,112.0,4468691,29.482312,-98.600998,46723,110.59,69.0,19163983,29.482596694652567,-98.60014600973344,42.99985731610342,2.879265174402591
123,29.436698,-98.503989,45778,104.83,341.0,19733853,29.436687,-98.50396,45777,92.16,338.0,4390324,29.43704661250411,-98.50412683150448,3.0000161528057503,1.404216191414044
124,29.440427,-98.508998,45802,101.37,281.0,19733853,29.440359,-98.509026,45804,97.91,282.0,4390324,29.44120954293712,-98.51362129516588,1.0000169281502114,16.22516750163177
125,29.440746,-98.510739,45808,99.07,281.0,19733853,29.440662,-98.510685,45810,95.61,282.0,4390324,29.441537353463,-98.51541436858317,0.9999840984366696,16.788786677049277
126,29.44623,-98.514754,45838,94.46,359.0,19733853,29.445892,-98.514781,45840,93.31,1.0,4390324,29.44673449858429,-98.5147641124518,2.0000115234728426,2.131524193635298
127,29.466111,-98.515836,45907,132.48,0.0,19733853,29.466548,-98.515784,45906,119.8,359.0,6088570,29.46914163600937,-98.515836,1.0000169281502114,8.640360469843381
128,29.47243,-98.516218,45925,134.78,343.0,19733853,29.472957,-98.516359,45927,122.11,341.0,6088570,29.47395107979754,-98.51675217418992,1.9999294354338584,3.4375498900264723
129,29.473368,-98.516619,45928,131.32,336.0,19733853,29.473797,-98.516783,45930,122.11,335.0,6088570,29.47608514376532,-98.51800862501815,0.999918435776646,8.257861089551398
130,29.474247,-98.517141,45931,130.17,329.0,19733853,29.474582,-98.517315,45933,120.96,328.0,6088570,29.47665676743673,-98.51880423609184,0.999918435776646,8.082502689817119
131,29.52556,-98.556805,46147,124.41,332.0,19733853,29.526093,-98.557042,46147,117.5,330.0,7178654,29.527784123640348,-98.55816411774668,1.9998801809939464,6.6401744067424895
132,29.52636,-98.557341,46150,122.11,327.0,19733853,29.526828,-98.557601,46150,116.35,325.0,7178654,29.52835743451354,-98.55883179052906,1.9998801809939464,6.414281069653371
133,29.527097,-98.557934,46153,117.5,322.0,19733853,29.527517,-98.558215,46153,115.19,321.0,7178654,29.530452162485844,-98.56094674023196,0.9998527688048398,13.11033602458611
134,29.529755,-98.560638,46165,123.26,318.0,19733853,29.530003,-98.56079,46165,109.44,317.0,7178654,29.53283850522787,-98.56382903552382,0.999918435776646,13.463680609845792
135,29.533337,-98.564315,46180,125.56,318.0,19733853,29.533588,-98.564523,46183,103.67,317.0,7178654,29.534990380951967,-98.56602606548893,0.9998856028295864,7.086968885250782
136,29.535418,-98.566468,46189,119.8,317.0,19733853,29.535595,-98.566605,46188,99.07,316.0,17230430,29.53697745628353,-98.56813945197965,0.999918435776646,7.119341899970511
137,29.539297,-98.570593,46207,130.17,315.0,19733853,29.539674,-98.570998,46209,108.28,312.0,17230430,29.539896816015588,-98.57128243575998,2.999797192211627,1.2306333093450128
138,29.539948,-98.571381,46210,123.26,311.0,19733853,29.540215,-98.571703,46212,108.28,310.0,17230430,29.540867648567406,-98.57259701823888,0.9998527688048398,3.753035250918642
139,29.547947,-98.58348,46255,117.5,318.0,19733853,29.548151,-98.583701,46257,111.74,319.0,17230430,29.548426526219096,-98.5839763199538,1.0001154108247687,1.306612275518218
140,29.549488,-98.584626,46261,125.56,332.0,19733853,29.549531,-98.584702,46263,105.98,333.0,17230430,29.55148057883092,-98.58584391033465,1.0000497567857611,7.180217630360149
141,29.572039,-98.593639,46336,134.78,346.0,19733853,29.57292,-98.593821,46336,103.67,345.0,8268175,29.57621587657446,-98.59483644021827,0.999918435776646,12.7488870035716
142,29.573043,-98.593909,46339,135.93,346.0,19733853,29.573693,-98.594053,46339,107.13,345.0,8268175,29.5756706304402,-98.59466229299773,0.999918435776646,7.628848782159734
143,29.574029,-98.594204,46342,133.63,345.0,19733853,29.574482,-98.594295,46342,107.13,344.0,8268175,29.57672919278552,-98.59503591782968,0.9999512676457598,8.350566326147852
144,29.587754,-98.597708,46390,65.66,352.0,19733853,29.587226,-98.597649,46393,88.7,353.0,8268175,29.588515655890017,-98.59783109626407,0.9999840984366696,4.674862556474165
145,29.588175,-98.597772,46393,51.83,351.0,19733853,29.587816,-98.597731,46396,73.72,352.0,8268175,29.58900448503743,-98.59792307991302,0.9999840984366696,6.4666964912207
146,29.592052,-98.598087,46432,48.38,49.0,19733853,29.592166,-98.597366,46435,31.1,307.0,19875960,29.59236613217097,-98.59767142411658,102.00035667896506,3.9608247128292966
147,29.592158,-98.597679,46435,49.53,93.0,19733853,29.592027,-98.597155,46432,26.49,307.0,19875960,29.59214212667394,-98.59733069568288,146.0002589668312,2.455893245729562
148,29.591138,-98.59815,46450,65.66,262.0,19733853,29.591733,-98.598648,46447,117.5,172.0,232515,29.59108984214672,-98.59854405235718,89.9997536281481,2.113448225472564
149,29.587143,-98.632396,46573,89.85,262.0,19733853,29.587418,-98.633245,46570,74.88,257.0,10431770,29.586449749434696,-98.63806735474984,4.9995779947384245,22.229369930755844
150,29.587044,-98.633221,46576,100.22,261.0,19733853,29.587276,-98.633862,46573,72.57,252.0,10431770,29.58665106055725,-98.63607369203974,8.999685228408635,10.050315415288972
151,29.586869,-98.634147,46579,111.74,254.0,19733853,29.586902,-98.635028,46579,71.42,246.0,10431770,29.58619207695653,-98.6368615550452,7.999567198765251,8.811224088709956
152,29.58628,-98.635889,46585,101.37,243.0,19733853,29.586348,-98.636273,46585,86.39,239.0,10431770,29.58478121022973,-98.63927143806332,3.999811294181818,13.048097497174291
153,29.585478,-98.63734,46591,97.91,232.0,19733853,29.585227,-98.637981,46594,81.79,227.0,10431770,29.58408917869332,-98.6393840715686,4.999683185745514,8.161911502748794
154,29.584981,-98.637986,46594,102.52,226.0,19733853,29.584786,-98.638491,46597,82.94,222.0,10431770,29.583030233141685,-98.6403088629394,3.99975379525668,10.95939730799524
155,29.554879,-98.587956,45528,96.76,154.0,599992,29.555431,-98.588094,45531,104.83,155.0,8467156,29.54846826802153,-98.5843618400394,1.0000825843441543,29.27046790659069
156,29.549479,-98.585547,45552,96.76,150.0,599992,29.549965,-98.585237,45555,97.91,156.0,8467156,29.545800005708493,-98.58310544972404,5.999849462672263,17.541732655805543
