geoid,lat1,lon1,time1,speed1,heading1,category1,lat2,lon2,time2,speed2,heading2,category2,lat3,lon3,ang3,TTC,min_distance_journey1,min_distance_journey2,time_journey1,time_journey2,collision_time,crash_angle
81.0,32.441979,-97.085142,41430.0,19.58,110.0,1440500.0,32.441803,-97.085573,41422.0,103.67,65.0,364559.0,32.441976199742605,-97.08513288360858,44.999769164544034,0.1676423447709358,0.9103977817351852,42.004673344771845,11:30:30,11:30:25,11:30:28,45.0
125.0,32.4422396,-97.0852773,42755.0,20.0,156.61,647586.0,32.442417,-97.084733,42765.0,103.67,245.0,215631.0,32.442208975873534,-97.08526160456236,88.3897084312633,0.6665246424501419,3.710131418588211,33.40647065602021,11:52:35,11:52:48,11:52:41,88.38999999999999
